86	2024	----	preprint	Rita A. Oliveira; Emma McSpadden; Bipul Pandey; Kiseok Lee; Mahmoud Yousef	Statistical design of a synthetic microbiome that suppresses diverse gut pathogens	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2024.02.28.582635	https://openalex.org/W4392364844
87	2024	----	preprint	Saburo Tsuru; Chikara Furusawa	Genetic properties underlying transcriptional variability across different perturbations	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2024.04.15.589659	https://openalex.org/W4394890283
88	2024	----	preprint	Benedikt Hartl; Sebastian Risi; Michael Levin	Evolutionary Implications of Multi-Scale Intelligence	n/a	https://doi.org/10.31219/osf.io/sp9kf	https://openalex.org/W4394711382
89	2024	SELF	preprint	Christopher L. Buckley; Tim Lewens; Mike Levin; Beren Millidge; Alec Tschantz	Natural Induction: Spontaneous adaptive organisation without natural selection	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2024.02.28.582499	https://openalex.org/W4392343324
90	2024	----	dissertation	Stefano Tiso	Evolvability and organismal architecture	n/a	https://doi.org/10.33612/diss.864174360	https://openalex.org/W4390782927
91	2024	----	book-chapter	Axel Lange	Die Evolution des Menschen in seiner (nicht-)biologischen Zukunft	n/a	https://doi.org/10.1007/978-3-662-68962-2_7	https://openalex.org/W4401553477
92	2024	----	article	Márton Csillag; Hamza Giaffar; Eörs Szathmáry; Mauro Santos; Dániel Czégel	From Bayes to Darwin: Evolutionary search as an exaptation from sampling-based Bayesian inference	Journal of Theoretical Biology	https://doi.org/10.1016/j.jtbi.2024.112032	https://openalex.org/W4405613174
93	2025	----	article	Benedikt Hartl; Michael Levin	What does evolution make? Learning in living lineages and machines	Trends in Genetics	https://doi.org/10.1016/j.tig.2025.04.002	https://openalex.org/W4411182530
94	2025	----	article	Saburo Tsuru; Chikara Furusawa	Genetic properties underlying transcriptional variability across different perturbations	Nature Communications	https://doi.org/10.1038/s41467-025-57642-8	https://openalex.org/W4408695771
95	2025	----	article	Kevin J. Mitchell; Nick Cheney	The Genomic Code: the genome instantiates a generative model of the organism	Trends in Genetics	https://doi.org/10.1016/j.tig.2025.01.008	https://openalex.org/W4407306192
96	2025	----	article	Robert Chis-Ciure; Michael Levin	Cognition all the way down 2.0: neuroscience beyond neurons in the diverse intelligence era	Synthese	https://doi.org/10.1007/s11229-025-05319-6	https://openalex.org/W4415963673
97	2025	----	article	Lei Tang; Hongyi Hu; Zhixiang Zeng; Qunji Xue	Research Progress on Biomimetic Drag Reduction Materials Inspired by Diverse Organisms: from Principle to Application	Journal of Bionic Engineering	https://doi.org/10.1007/s42235-025-00756-y	https://openalex.org/W4413296974
98	2025	SELF	article	Richard A. Watson; Michael Levin; Tim Lewens	Evolution by natural induction	Interface Focus	https://doi.org/10.1098/rsfs.2025.0025	https://openalex.org/W4417477054
99	2025	----	article	Xin Liu; Benjamin Becker; Ya Wang; Ying Mei; Haoran Dou	A visual generalization gradient of conceptual stimuli based on fear acquisition in visual and auditory modalities	npj Science of Learning	https://doi.org/10.1038/s41539-025-00318-1	https://openalex.org/W4411255017
100	2025	----	article	Csenge Petak; L. Frati; Renske M. A. Vroomans; Melissa H. Pespeni; Nick Cheney	The variability of evolvability: Properties of dynamic fitness landscapes determine how phenotypic variability evolves	Proceedings of the National Academy of Sciences	https://doi.org/10.1073/pnas.2519469122	https://openalex.org/W4417340996
101	2025	SELF	article	Richard A. Watson; Michael Levin; Tim Lewens	Evolution by natural induction II: further interactions with natural selection	Interface Focus	https://doi.org/10.1098/rsfs.2025.0036	https://openalex.org/W4417476933
102	2025	----	preprint	Csenge Petak; L. Frati; Renske M. A. Vroomans; Melissa H. Pespeni; Nick Cheney	The variability of evolvability: properties of dynamic fitness landscapes determine how phenotypic variability evolves	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/2025.07.02.662714	https://openalex.org/W4412056023
103	2025	----	article	Jason Cheok Kuan Leong; Masaaki Imaizumi; Hideki Innan; Naoki Irie	Implications From the Analogous Relationship Between Evolutionary and Learning Processes	BioEssays	https://doi.org/10.1002/bies.70027	https://openalex.org/W4411128771
104	2026	----	article	Benedikt Hartl; Léo Pio‐Lopez; Chris Fields; Michael Levin	Remapping and navigation of an embedding space via error minimization: A fundamental organizational principle of cognition in natural and artificial systems	Physics of Life Reviews	https://doi.org/10.1016/j.plrev.2026.06.009	https://openalex.org/W7166825539
105	2026	----	article	Hagai Rappeport; Mor Nitzan	Fitness and Overfitness: Implicit Regularization in Evolutionary Dynamics	PRX Life	https://doi.org/10.1103/zrqb-cj47	https://openalex.org/W7160927596
106	2026	----	article	Steven A. Frank	Generalization as the great leap in evolvability: insights from machine learning	Evolution	https://doi.org/10.1093/evolut/qpag111	https://openalex.org/W7164334758
